Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,Symbol
19-Jun-23,EQ,866.45,870,854.85,862.75,856.5,857,861.56,872.4,686.6,"13,08,412","1,12,72,70,305.20","41,264",TATACONSUM
16-Jun-23,EQ,868,870.45,852.05,865,863,862.75,862.1,872.4,686.6,"17,54,715","1,51,27,31,377.25","49,430",TATACONSUM
15-Jun-23,EQ,864,872.4,856,862.5,863.05,865,864.61,872.4,686.6,"31,06,263","2,68,56,90,772.95","75,850",TATACONSUM
14-Jun-23,EQ,822.8,865,816,819.9,862.25,862.5,854.38,865,686.6,"76,52,583","6,53,81,78,724.55","1,99,993",TATACONSUM
13-Jun-23,EQ,802.35,821.1,802.35,800.75,819.5,819.9,814.45,861.15,686.6,"26,97,513","2,19,69,94,741.75","43,397",TATACONSUM
12-Jun-23,EQ,802.95,807.85,799.35,801,801.85,800.75,801.7,861.15,686.6,"31,68,760","2,54,03,96,060.10","33,080",TATACONSUM
9-Jun-23,EQ,810.7,811.85,799,807.1,801,801,805.11,861.15,686.6,"8,35,145","67,23,86,392.30","31,093",TATACONSUM
8-Jun-23,EQ,824.8,824.8,805.2,823.1,806.05,807.1,814.49,861.15,686.6,"11,17,198","90,99,46,488.55","43,994",TATACONSUM
7-Jun-23,EQ,794,824,791.5,792.1,822.9,823.1,814.78,861.15,686.6,"39,71,089","3,23,55,44,880.35","1,01,728",TATACONSUM
6-Jun-23,EQ,792.95,795.95,784.45,792.45,792.5,792.1,790.05,861.15,686.6,"7,44,002","58,78,01,631.05","43,099",TATACONSUM
5-Jun-23,EQ,796.95,800.45,790.6,796.05,792,792.45,795.15,861.15,686.6,"7,74,985","61,62,32,218.60","33,825",TATACONSUM
2-Jun-23,EQ,795.5,799.85,793,793.65,795,796.05,796.57,861.15,686.6,"6,97,200","55,53,72,028.65","35,520",TATACONSUM
1-Jun-23,EQ,798.9,801.45,789.35,798.65,792,793.65,797.5,861.15,686.6,"7,03,293","56,08,79,301.45","32,810",TATACONSUM
31-May-23,EQ,787.05,800,787.05,790.9,795.95,798.65,797.6,861.15,686.6,"22,01,928","1,75,62,51,014.20","39,757",TATACONSUM
30-May-23,EQ,792.55,797,788.25,794.25,789.65,790.9,791.66,861.15,686.6,"6,01,270","47,60,02,604.85","27,891",TATACONSUM
29-May-23,EQ,791,797,790.25,789.7,792.75,794.25,793.64,861.15,686.6,"11,71,159","92,94,72,795.90","35,182",TATACONSUM
26-May-23,EQ,784,791,781.15,780.3,790.95,789.7,788.11,861.15,686.6,"9,61,268","75,75,83,631.20","36,063",TATACONSUM
25-May-23,EQ,765.05,782.45,765.05,771.15,780.95,780.3,777.91,861.15,686.6,"9,80,266","76,25,62,342.35","40,587",TATACONSUM
24-May-23,EQ,767.4,774.6,765.55,770.05,771,771.15,770.75,861.15,686.6,"8,61,728","66,41,79,457.20","27,294",TATACONSUM
23-May-23,EQ,766.05,771.55,762.05,766.1,770,770.05,768.44,861.15,686.6,"8,26,476","63,50,96,694.90","25,321",TATACONSUM
22-May-23,EQ,765.45,768,760.2,765.45,767.1,766.1,764.75,861.15,686.6,"5,48,104","41,91,63,034.95","22,466",TATACONSUM
19-May-23,EQ,771.9,771.9,756.45,776.3,765.75,765.45,762.9,861.15,686.6,"12,33,831","94,12,93,601.00","33,389",TATACONSUM
18-May-23,EQ,783.4,786,775,778.25,776.45,776.3,780.23,861.15,686.6,"10,04,449","78,37,02,172.75","23,367",TATACONSUM
17-May-23,EQ,786.25,786.6,772.85,786.25,779.65,778.25,777.85,861.15,686.6,"9,07,649","70,60,18,968.10","29,646",TATACONSUM
16-May-23,EQ,787.5,789.7,784.8,786.95,787,786.25,786.93,861.15,686.6,"6,58,173","51,79,37,972.90","26,934",TATACONSUM
15-May-23,EQ,789,791.4,784.2,789.05,787,786.95,787.96,861.15,686.6,"8,03,643","63,32,40,876.05","30,489",TATACONSUM
12-May-23,EQ,788,795.25,784.8,789.45,787.8,789.05,789.31,861.15,686.6,"7,47,655","59,01,34,983.45","24,387",TATACONSUM
11-May-23,EQ,791.15,791.5,786,791.15,787.5,789.45,788.44,861.15,686.6,"9,68,940","76,39,52,185.10","39,535",TATACONSUM
10-May-23,EQ,789,792,784.8,789,791,791.15,789.28,861.15,686.6,"4,76,497","37,60,90,723.60","21,571",TATACONSUM
9-May-23,EQ,789.65,792.2,785,788.9,787.3,789,788.89,861.15,686.6,"6,52,399","51,46,72,394.45","31,413",TATACONSUM
8-May-23,EQ,776.8,789.8,776.4,776.25,786.35,788.9,785.76,861.15,686.6,"10,48,005","82,34,84,843.10","37,560",TATACONSUM
5-May-23,EQ,777.9,782.2,775,775.5,777,776.25,777.69,861.15,686.6,"6,17,459","48,01,89,849.05","22,878",TATACONSUM
4-May-23,EQ,773,782.65,768.9,781.4,776,775.5,775.25,861.15,686.6,"10,01,352","77,63,01,948.80","33,048",TATACONSUM
3-May-23,EQ,777.9,786.85,774.7,779.6,780,781.4,781.22,861.15,686.6,"11,89,150","92,89,85,579.45","36,366",TATACONSUM
2-May-23,EQ,767.95,783.05,764.95,763.85,778,779.6,774.77,861.15,686.6,"14,38,425","1,11,44,44,505.55","58,435",TATACONSUM
28-Apr-23,EQ,758,765,751.5,754,761.9,763.85,760.21,861.15,686.6,"12,61,145","95,87,36,414.60","48,155",TATACONSUM
27-Apr-23,EQ,743,755.25,742.15,746.7,754.9,754,750.83,861.15,686.6,"16,64,942","1,25,00,96,406.60","68,296",TATACONSUM
26-Apr-23,EQ,733.95,749,724,734.45,745.55,746.7,737.11,861.15,686.6,"37,25,680","2,74,62,40,708.85","97,239",TATACONSUM
25-Apr-23,EQ,736,738,728.35,732.55,734.95,734.45,733.08,861.15,686.6,"17,83,879","1,30,77,33,419.45","44,960",TATACONSUM
24-Apr-23,EQ,706,735,706,700.4,734.5,732.55,725.14,861.15,686.6,"60,09,290","4,35,75,89,617.25","89,170",TATACONSUM
21-Apr-23,EQ,703.4,705,697,703.4,700.9,700.4,699.91,861.15,686.6,"9,66,029","67,61,35,184.10","34,792",TATACONSUM
20-Apr-23,EQ,699,704.4,696.45,700.85,703,703.4,700.51,861.15,686.6,"12,63,116","88,48,28,930.70","57,731",TATACONSUM
19-Apr-23,EQ,708,708.9,698.25,707.05,701,700.85,700.86,861.15,686.6,"12,35,220","86,57,19,112.50","37,187",TATACONSUM
18-Apr-23,EQ,716.2,719.9,706.7,713.2,707.45,707.05,710.59,861.15,686.6,"13,23,608","94,05,48,128.85","44,731",TATACONSUM
17-Apr-23,EQ,717,719.25,711.5,719.6,713.6,713.2,714.32,861.15,686.6,"11,80,651","84,33,64,866.90","29,572",TATACONSUM
13-Apr-23,EQ,722,723.7,717.65,718.4,718,719.6,720.31,861.15,686.6,"5,02,380","36,18,69,878.90","28,932",TATACONSUM
12-Apr-23,EQ,720.9,723.6,716.35,717.3,719.15,718.4,718.89,861.15,686.6,"7,02,063","50,47,03,087.75","27,052",TATACONSUM
11-Apr-23,EQ,725.95,725.95,715.7,720.65,718,717.3,718.53,861.15,686.6,"7,76,167","55,76,97,671.75","33,547",TATACONSUM
10-Apr-23,EQ,727,730.65,720,730.5,721.8,720.65,722.7,861.15,686.6,"9,16,628","66,24,45,680.05","25,035",TATACONSUM
6-Apr-23,EQ,727.3,731.45,722.5,727.4,730,730.5,728.22,861.15,686.6,"7,38,748","53,79,71,640.80","27,344",TATACONSUM
5-Apr-23,EQ,717,728.4,715,717.05,727.65,727.4,723.95,861.15,686.6,"9,47,741","68,61,16,972.00","31,510",TATACONSUM
3-Apr-23,EQ,710,718.5,709.3,708.85,716.95,717.05,714.89,861.15,686.6,"7,97,533","57,01,50,795.15","28,954",TATACONSUM
31-Mar-23,EQ,700.15,711,698.55,697.55,711,708.85,707.58,861.15,686.6,"9,72,962","68,84,44,255.20","25,636",TATACONSUM
29-Mar-23,EQ,696.05,703,694.8,696.05,698,697.55,698.82,861.15,686.6,"11,60,832","81,12,09,026.45","45,247",TATACONSUM
28-Mar-23,EQ,690,699.65,690,699.35,696,696.05,696.35,861.15,686.6,"11,13,702","77,55,27,738.05","31,594",TATACONSUM
27-Mar-23,EQ,706.9,707.4,697.2,702.35,697.45,699.35,705.43,861.15,686.6,"36,95,292","2,60,67,76,976.20","32,804",TATACONSUM
24-Mar-23,EQ,707,709.7,698.85,707.15,701.1,702.35,703.36,861.15,686.6,"9,60,470","67,55,56,293.65","30,789",TATACONSUM
23-Mar-23,EQ,711.55,713.95,705.8,710.9,706.5,707.15,709.67,861.15,686.6,"5,87,643","41,70,31,540.85","27,442",TATACONSUM
22-Mar-23,EQ,701,716.2,701,700.9,711.55,710.9,711.09,861.15,686.6,"7,76,214","55,19,60,843.85","25,992",TATACONSUM
21-Mar-23,EQ,704.1,706,700,702.6,701,700.9,702.7,861.15,686.6,"7,21,243","50,68,18,051.15","29,285",TATACONSUM
20-Mar-23,EQ,691,706.75,691,706.2,703.45,702.6,697.72,861.15,686.6,"10,18,438","71,05,88,687.90","38,046",TATACONSUM
17-Mar-23,EQ,698,708.65,694.4,694,708,706.2,704.68,861.15,686.6,"21,11,478","1,48,79,26,373.05","34,574",TATACONSUM
16-Mar-23,EQ,689,696.45,689,687.55,694.15,694,693.66,861.15,686.6,"9,74,834","67,62,00,509.50","42,439",TATACONSUM
15-Mar-23,EQ,696,699.95,686.6,693.3,689.8,687.55,692.33,861.15,686.6,"11,19,482","77,50,46,475.10","49,390",TATACONSUM
14-Mar-23,EQ,696,700,689.45,694.15,693.95,693.3,694.88,861.15,689.45,"15,01,579","1,04,34,11,950.15","46,084",TATACONSUM
13-Mar-23,EQ,705,707.3,691.75,704.4,695.7,694.15,698.08,861.15,691.75,"11,58,330","80,86,12,415.75","49,727",TATACONSUM
10-Mar-23,EQ,707,710.2,701.35,709.25,705.1,704.4,705.77,861.15,650.2,"9,70,983","68,52,91,589.70","34,171",TATACONSUM
9-Mar-23,EQ,722.85,722.85,708.1,720.5,710.75,709.25,714.41,861.15,650.2,"9,05,544","64,69,26,105.05","27,396",TATACONSUM
8-Mar-23,EQ,713,723.2,710.8,713.6,719.85,720.5,718.46,861.15,650.2,"10,26,628","73,75,88,726.75","35,571",TATACONSUM
6-Mar-23,EQ,713,718.75,709.95,709.85,714,713.6,715.33,861.15,650.2,"7,39,338","52,88,69,428.00","27,465",TATACONSUM
3-Mar-23,EQ,709,713.25,706.2,707.35,709.05,709.85,709.24,861.15,650.2,"8,73,264","61,93,55,389.55","34,941",TATACONSUM
2-Mar-23,EQ,716.85,718.35,705.85,715.25,707,707.35,711.54,861.15,650.2,"9,69,963","69,01,64,163.65","29,991",TATACONSUM
1-Mar-23,EQ,712.95,716.9,709.55,715.3,716.9,715.25,714,861.15,650.2,"9,91,540","70,79,57,679.80","28,710",TATACONSUM
28-Feb-23,EQ,712,717.75,705.55,710.3,715.95,715.3,713.93,861.15,650.2,"23,95,442","1,71,01,78,090.00","30,572",TATACONSUM
27-Feb-23,EQ,720,720.5,700,716.15,711.85,710.3,707.41,861.15,650.2,"10,64,436","75,29,96,678.35","38,917",TATACONSUM
24-Feb-23,EQ,717,721.35,713.6,716.1,717,716.15,716.65,861.15,650.2,"10,40,351","74,55,70,894.65","29,640",TATACONSUM
23-Feb-23,EQ,722.95,724.95,715,721.45,715.5,716.1,717.93,861.15,650.2,"11,65,270","83,65,86,051.85","35,840",TATACONSUM
22-Feb-23,EQ,726,734,719.85,726.2,722.9,721.45,724.26,861.15,650.2,"16,90,647","1,22,44,63,547.95","47,937",TATACONSUM
21-Feb-23,EQ,725.45,730,722.05,721.8,726.3,726.2,726.17,861.15,650.2,"6,73,449","48,90,35,230.75","27,255",TATACONSUM
20-Feb-23,EQ,726.95,729.45,718.6,726.25,722,721.8,720.71,861.15,650.2,"13,16,763","94,89,97,739.60","33,996",TATACONSUM
17-Feb-23,EQ,731.2,734.8,724.15,732.6,725,726.25,729.34,861.15,650.2,"6,24,402","45,54,01,126.85","19,656",TATACONSUM
16-Feb-23,EQ,732.2,735.5,728.1,728.1,733.75,732.6,732.11,861.15,650.2,"8,37,121","61,28,63,391.50","42,932",TATACONSUM
15-Feb-23,EQ,721.05,729.8,717.2,721,729,728.1,722.54,861.15,650.2,"7,27,403","52,55,76,721.60","29,217",TATACONSUM
14-Feb-23,EQ,718,723.75,715,717.8,721.05,721,720.07,861.15,650.2,"5,63,171","40,55,20,541.80","32,104",TATACONSUM
13-Feb-23,EQ,726.6,729.5,716,726.6,717.8,717.8,721.39,861.15,650.2,"5,99,763","43,26,60,060.85","33,943",TATACONSUM
10-Feb-23,EQ,722,728,719.15,721.95,726.5,726.6,724.39,861.15,650.2,"6,51,630","47,20,35,942.50","34,263",TATACONSUM
9-Feb-23,EQ,724.5,726.35,720.8,724.4,722,721.95,722.59,861.15,650.2,"6,88,243","49,73,19,276.15","33,658",TATACONSUM
8-Feb-23,EQ,731.85,731.85,721.1,728.2,724,724.4,723.3,861.15,650.2,"15,21,104","1,10,02,19,211.90","35,900",TATACONSUM
7-Feb-23,EQ,731.8,734.95,722,729.75,727.4,728.2,727.86,861.15,650.2,"12,44,247","90,56,40,526.15","43,971",TATACONSUM
6-Feb-23,EQ,728.4,732.5,721,726.6,730,729.75,728.11,861.15,650.2,"8,52,170","62,04,70,746.95","33,527",TATACONSUM
3-Feb-23,EQ,737.15,741,720.45,737.15,725,726.6,727.19,861.15,650.2,"17,52,697","1,27,45,40,219.35","77,624",TATACONSUM
2-Feb-23,EQ,738.8,742.75,732.8,740.8,737,737.15,737.67,861.15,650.2,"7,04,702","51,98,36,142.80","35,827",TATACONSUM
1-Feb-23,EQ,737.25,748.4,731.25,729.5,739.1,740.8,740.45,861.15,650.2,"9,33,031","69,08,65,795.25","40,464",TATACONSUM
31-Jan-23,EQ,736,739.4,725.05,735.65,730,729.5,729.7,861.15,650.2,"21,89,899","1,59,79,65,164.60","1,12,108",TATACONSUM
